p_CRC,0,1,2,3,4,5,6,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.13119430546639413,0.24972087670983525,0.12372112518572445,0.2013558028266999,0.16267303012465398,0.22986607454149713,0.542215518550868
0.011,0.0,0.18126529564447663,0.3455915918860091,0.17420739877038438,0.28447840815058545,0.22936412277037577,0.32277467189883424,0.7158471248962087
0.020999999999999998,0.0,0.1982747786239603,0.37869476781596345,0.19374550073134078,0.3174276805875359,0.25542788855554843,0.3581329654873542,0.7619075119325172
0.030999999999999996,0.0,0.20856223452997869,0.3990882016722779,0.20683428045886817,0.33996805287176435,0.27304153901645706,0.38156277647108383,0.7868102221464944
0.040999999999999995,0.0,0.2156639144084308,0.4134709517962212,0.21674695462755666,0.3573932508734202,0.2864978792495942,0.3991690824706674,0.8029755614689638
0.05099999999999999,0.0,0.22088670798058863,0.4243119355282664,0.22470537723092449,0.3716745510713352,0.2973977056647746,0.413228413146023,0.8144929855232039
0.060999999999999985,0.0,0.2248703727819678,0.4328169455012852,0.23131829178512137,0.38379222853873096,0.3065378825869356,0.4248717936868657,0.8231821722039739
0.071,0.0,0.22797803458712762,0.43966914341515195,0.23693896319312896,0.3943143667807507,0.3143805307260425,0.43475287658597256,0.8299970330349106
0.08099999999999999,0.0,0.2304359544822706,0.44529363756369195,0.24179304811372287,0.40360350073695395,0.3212206846416091,0.4432870779037177,0.8354934360642787
0.09099999999999998,0.0,0.23239455129061895,0.44997279265851614,0.2460345668468002,0.4119069406168694,0.3272596384017661,0.45075630643094,0.840020429775287
0.10099999999999998,0.0,0.23395872963836917,0.4539034400022432,0.2497738779708416,0.4194018548401698,0.33264158347992634,0.45736130436242134,0.8438097863659213
0.11099999999999997,0.0,0.23520440776867552,0.45722800504778127,0.2530930480908772,0.42622000828014517,0.33747372773903983,0.4632503862926456,0.8470222418804781
0.12099999999999998,0.0,0.23618817072053144,0.4600526611004876,0.2560549203488584,0.4324623415466672,0.34183816026647235,0.4685363761011805,0.8497732192058534
0.13099999999999998,0.0,0.23695322216084436,0.46245850777004077,0.2587087720114689,0.438208057070026,0.34579925011592494,0.4733071557279739,0.8521480031668371
0.141,0.0,0.2375332177352697,0.46450876245439193,0.2610940061255208,0.4435205423623203,0.3494084720450331,0.4776325337591557,0.8542111299621329
0.151,0.0,0.23795482437809248,0.4662535570492827,0.2632426509786916,0.4484513771170285,0.35270767254640206,0.48156888410090787,0.8560124309434723
0.16099999999999998,0.0,0.2382394813905428,0.4677332359317777,0.26518110550550583,0.4530431294444801,0.35573134975545695,0.4851623759225705,0.8575910547210938
0.17099999999999999,0.0,0.23840464384278712,0.4689806829544126,0.2669313905570117,0.4573313592819475,0.3585082873810651,0.48845128185076353,0.8589782212854395
0.181,0.0,0.23846468019756828,0.4700230004503071,0.2685120664137418,0.4613460867083528,0.3610627524690747,0.4914676647150342,0.8601991550195571
0.19099999999999998,0.0,0.23843153300101635,0.4708827445694841,0.26993891889725463,0.465112889517928,0.3634153908561094,0.49423863432975573,0.8612744710131985
0.20099999999999998,0.0,0.23831521355663043,0.4715788499459589,0.2712254813429377,0.4686537379773528,0.3655839082495468,0.49678730000380655,0.862221188407409
0.21099999999999997,0.0,0.23812417795643964,0.47212733246994343,0.27238343778234314,0.47198763947778066,0.36758359620155834,0.4991335034029294,0.8630534837474642
0.22099999999999997,0.0,0.23786561682412993,0.47254183074994566,0.27342293860797395,0.4751311431921664,0.36942774383734256,0.5012943900309392,0.863783259583101
0.23099999999999998,0.0,0.23754568130696957,0.4728340284373359,0.2743528507250265,0.4780987399758453,0.3711279640799163,0.5032848602542753,0.8644205794974403
0.24099999999999996,0.0,0.23716966129444655,0.4730139872949115,0.27518095795441955,0.4809031827414288,0.3726944549574425,0.5051179291310084,0.8649740050513232
0.25099999999999995,0.0,0.23674212737350475,0.4730904125239771,0.27591412316548813,0.4835557456701241,0.37413621097849736,0.5068050163045376,0.8654508596755279
0.26099999999999995,0.0,0.23626704493241366,0.4730708660668866,0.27655842061952224,0.48606643582075915,0.3754611956451225,0.5083561816349323,0.8658574374473172
0.27099999999999996,0.0,0.2357478666427789,0.47296193951976273,0.2771192448749007,0.4884441672870575,0.376676483390928,0.5097803182755297,0.866199169787925
0.28099999999999997,0.0,0.23518760798889413,0.4727693953731073,0.2776014010675051,0.4906969055940963,0.37778837722440545,0.5110853120462975,0.8664807596808181
0.291,0.0,0.23458890938309196,0.4724982831854342,0.2780091802559343,0.4928317882267542,0.37880250688995665,0.5122781738703973,0.8667062905650293
0.301,0.0,0.2339540875764517,0.472153035745899,0.2783464226885167,0.49485522585177316,0.37972391127242,0.5133651504991664,0.8668793152944748
0.31099999999999994,0.0,0.23328517845888713,0.47173754913287635,0.27861657122537087,0.4967729877980797,0.3805571079568554,0.5143518175983671,0.8670029292669449
0.32099999999999995,0.0,0.2325839728812511,0.47125524971399524,0.2788227166764538,0.49859027460519617,0.3813061522389941,0.515243158397799,0.8670798308760362
0.33099999999999996,0.0,0.2318520467826682,0.47070915048095174,0.2789676364552851,0.5003117798724208,0.38197468741042917,0.5160436304417759,0.8671123717300638
0.34099999999999997,0.0,0.23109078663926813,0.47010189861397944,0.279053827669171,0.5019417431959167,0.38256598777877937,0.5167572224661061,0.867102598547439
0.351,0.0,0.23030141104463142,0.4694358157866442,0.2790835355496031,0.5034839956339445,0.3830829955997652,0.5173875030295098,0.8670522882312846
0.36099999999999993,0.0,0.22948498907225973,0.4687129324229975,0.2790587779560112,0.5049419988680368,0.3835283528756917,0.5179376622158482,0.8669629773138772
0.37099999999999994,0.0,0.22864245594508453,0.46793501688517625,0.27898136655116057,0.5063188790123201,0.38390442879882813,0.5184105474776037,0.8668359867197866
0.38099999999999995,0.0,0.22777462643816382,0.4671036003849381,0.2788529251389616,0.507617455851235,0.3842133434778452,0.5188086944954093,0.8666724426079442
0.39099999999999996,0.0,0.2268822063621901,0.46621999826585336,0.278674905569134,0.5088402681477564,0.38445698847278953,0.5191343537717222,0.8664732939043984
0.40099999999999997,0.0,0.2259658024125868,0.465285328185406,0.2784486015434051,0.5099895955524006,0.3846370445729257,0.5193895135502755,0.8662393270197699
0.4109999999999999,0.0,0.2250259306184083,0.4643005256315592,0.27817516060113,0.5110674775521729,0.3847549971775779,0.5195759195502121,0.8659711781512653
0.42099999999999993,0.0,0.2240630235842289,0.4632663571314857,0.2778555945156949,0.5120757298237262,0.3848121495792021,0.5196950919197287,0.8656693434931646
0.43099999999999994,0.0,0.22307743668476268,0.46218343144729934,0.27749078829466856,0.5130159582930356,0.38480963439762705,0.5197483397447338,0.8653341876178974
0.44099999999999995,0.0,0.222069453344458,0.46105220900188454,0.27708150794477204,0.5138895711521536,0.3847484233725282,0.5197367733904396,0.8649659502390552
0.45099999999999996,0.0,0.22103928951155868,0.4598730097349044,0.2766284071360034,0.5146977890400142,0.38462933568600977,0.5196613149055087,0.864564751525436
0.46099999999999997,0.0,0.21998709741714234,0.4586460195530456,0.2761320328766958,0.5154416535571392,0.3844530449573921,0.519522706677541,0.8641305960996785
0.4709999999999999,0.0,0.21891296869367372,0.45737129550806055,0.27559283029203485,0.5161220342521174,0.3842200850267521,0.5193215184937232,0.8636633758246213
0.4809999999999999,0.0,0.2178169369140349,0.45604876981001846,0.27501114658198755,0.5167396341897721,0.383930854621655,0.5190581531301663,0.8631628714540481
0.49099999999999994,0.0,0.21669897960030457,0.4546782527604897,0.2743872342201049,0.5172949941861225,0.38358562098205495,0.518732850566837,0.862628753200914
0.5009999999999999,0.0,0.21555901974139474,0.45325943467034746,0.2737212534418604,0.5177884957727799,0.3831845225009631,0.5183456909011341,0.8620605802546757
0.5109999999999999,0.0,0.21439692684961162,0.4517918868088405,0.2730132740596231,0.5182203629326685,0.38272757042265215,0.5178965960114341,0.8614577992592366
0.5209999999999999,0.0,0.21321251757808202,0.4502750614140424,0.2722632766307781,0.5185906626293033,0.3822146496254556,0.5173853300016106,0.8608197417436001
0.5309999999999999,0.0,0.2120055559134605,0.44870829077917,0.27147115299553587,0.5188993041327828,0.3816455185021904,0.5168114984381339,0.8601456204780001
0.5409999999999999,0.0,0.21077575295123804,0.447090785414206,0.270636706191418,0.5191460371266081,0.3810198079375521,0.5161745463722743,0.8594345247084649
0.5509999999999999,0.0,0.2095227662540794,0.44542163126727863,0.26975964974193994,0.5193304485599403,0.38033701936810155,0.515473755120705,0.8586854142018234
0.5609999999999999,0.0,0.2082461987867412,0.4436997859749602,0.26883960630745113,0.519451958189382,0.3795965218963278,0.5147082377578751,0.8578971120104801
0.571,0.0,0.20694559741406748,0.44192407409459833,0.26787610567612785,0.5195098127322666,0.3787975484153683,0.513876933252337,0.8570682958410902
0.581,0.0,0.20562045094112,0.44009318125454333,0.26686858206249453,0.5195030785290904,0.37793919068483506,0.5129785991561953,0.8561974878827736
0.591,0.0,0.20427018766645932,0.438205647139137,0.2658163706692565,0.5194306325853943,0.3770203932804116,0.5120118027312737,0.855283042917705
0.6009999999999999,0.0,0.20289417241069768,0.4362598572040367,0.2647187034553162,0.519291151832203,0.3760399463198636,0.5109749103666954,0.8543231344986473
0.6109999999999999,0.0,0.20149170297240554,0.43425403299310933,0.26357470403818795,0.5190831004080119,0.3749964768452325,0.5098660751093691,0.8533157389327943
0.6209999999999999,0.0,0.20006200595192752,0.43218622089996794,0.26238338164214337,0.5188047147229775,0.37388843871444316,0.5086832220902717,0.8522586167573903
0.6309999999999999,0.0,0.19860423187022494,0.43005427918414485,0.2611436239836815,0.5184539860158124,0.3727141008244305,0.5074240315838887,0.8511492913277063
0.6409999999999999,0.0,0.1971174494940119,0.42785586301270045,0.2598541889625897,0.5180286400539245,0.3714715334509503,0.5060859193841276,0.8499850240592967
0.6509999999999999,0.0,0.19560063925950677,0.4255884072510676,0.25851369499898336,0.5175261135550226,0.37015859244601024,0.5046660141150408,0.8487627857703064
0.6609999999999999,0.0,0.194052685664303,0.4232491066702004,0.25712060982308604,0.5169435268205449,0.3687729009804296,0.503161131016151,0.8474792234513542
0.6709999999999999,0.0,0.19247236846908608,0.4208348931679326,0.2556732374836043,0.5162776519636916,0.3673118284539877,0.5015677416463353,0.8461306216440496
0.6809999999999999,0.0,0.19085835251686148,0.4183424095176031,0.25416970329038624,0.515524875982233,0.36577246611578595,0.49988193883248727,0.8447128574265628
0.691,0.0,0.18920917593522105,0.415767979051998,0.25260793634502016,0.5146811577615944,0.3641515988387628,0.49809939604349657,0.8432213477754245
0.701,0.0,0.18752323643466567,0.41310757055986635,0.25098564923577205,0.5137419778878524,0.36244567236938036,0.4962153201884424,0.8416509877829296
0.7109999999999999,0.0,0.18579877535003367,0.410356757507975,0.24930031437624198,0.5127022798909633,0.3606507552192202,0.4942243966098018,0.8399960778405235
0.7209999999999999,0.0,0.18403385898855298,0.4075106704938033,0.24754913634435466,0.5115564012094836,0.35876249417007977,0.4921207247538065,0.8382502374252119
0.7309999999999999,0.0,0.18222635674136586,0.4045639415687349,0.2457290194216321,0.5102979917472115,0.3567760621153069,0.48989774263180785,0.8364063025139021
0.7409999999999999,0.0,0.18037391527801575,0.4015106387303361,0.24383652933106476,0.5089199173494295,0.3546860966400506,0.4875481377127847,0.8344562028524077
0.7509999999999999,0.0,0.1784739279648597,0.3983441884391546,0.24186784791001517,0.5074141448203819,0.35248662732773217,0.48506374127221014,0.832390814255616
0.7609999999999999,0.0,0.17652349841409568,0.39505728343456087,0.23981871911115918,0.505771604176408,0.3501709892357716,0.4824354024167786,0.8301997797202834
0.7709999999999999,0.0,0.1745193967595113,0.39164177235471753,0.23768438426944172,0.5039820225993522,0.347731719263103,0.4796528369379605,0.8278712912598324
0.7809999999999999,0.0,0.17245800683869075,0.38808852663539645,0.23545950396343035,0.5020337229059406,0.3451604311676242,0.4767044447200852,0.8253918218304432
0.7909999999999999,0.0,0.17033526189661652,0.3843872787660395,0.23313806297302894,0.4999133771121941,0.34244766368550184,0.47357708749602717,0.8227457932304023
0.8009999999999999,0.0,0.16814656564945504,0.38052642406470133,0.230713253700601,0.49760570259954967,0.3395826944120527,0.4702558160929404,0.8199151610049291
0.8109999999999998,0.0,0.1658866944657722,0.376492775465295,0.22817733184201078,0.49509308411065733,0.3365533096103908,0.46672353262431754,0.8168788905499351
0.8209999999999998,0.0,0.16354967489206274,0.37227125703900404,0.22552143585908535,0.4923550987540598,0.3333455165911765,0.46296056787979667,0.8136122888169295
0.8309999999999998,0.0,0.16112862854751586,0.3678445165505835,0.22273535859106153,0.4893679125038629,0.32994318024575914,0.45894414669145145,0.8100861417680755
0.8409999999999999,0.0,0.15861557318555386,0.3631924294127382,0.21980725463488188,0.48610350395790736,0.326327557908494,0.45464770312739367,0.8062655865984782
0.8509999999999999,0.0,0.15600116389164292,0.35829145453950284,0.21672326008582088,0.4825286521186749,0.32247669566103443,0.45003999105365317,0.8021086157718682
0.8609999999999999,0.0,0.15327435099777925,0.3531137844630433,0.2134669904644906,0.4786035959429298,0.31836463228558814,0.44508391070291253,0.7975640604441144
0.8709999999999999,0.0,0.1504219196924076,0.34762620363035923,0.21001886576337173,0.474280227950595,0.313960330570069,0.4397349328838168,0.79256882233998
0.8809999999999999,0.0,0.14742785755462917,0.3417885228653124,0.20635518426079194,0.46949961091269843,0.30922621289720775,0.4339389395816026,0.7870439949584578
0.8909999999999999,0.0,0.14427246492388018,0.3355513813376175,0.20244682120278332,0.4641884846092671,0.3041161067150143,0.4276291949284282,0.7808892987726475
0.9009999999999999,0.0,0.14093106868435365,0.3288530745406907,0.19825734948046855,0.4582542186130605,0.29857228190953045,0.4207219792089766,0.7739748765662717
0.9109999999999999,0.0,0.13737210152659537,0.321614826136819,0.19374023631685203,0.4515772857023278,0.2925210383482319,0.4131100906244359,0.7661288029600433
0.9209999999999998,0.0,0.1335541205436327,0.3137334622349975,0.18883449673214212,0.4439996046262775,0.2858658750152381,0.40465279460503434,0.7571173302578394
0.9309999999999998,0.0,0.12942095621196048,0.30506951333188825,0.18345762909994193,0.43530563018778035,0.27847640517588534,0.3951595325130306,0.7466121668095294
0.9409999999999998,0.0,0.12489334191661193,0.29542672081873367,0.1774934386684449,0.4251898508372043,0.27016928020543446,0.38436192322142315,0.7341330676146504
0.9509999999999998,0.0,0.11985333880314296,0.2845139715039894,0.17076940497934265,0.4131965976935913,0.2606727877836946,0.37186188252550356,0.718939409944897
0.9609999999999999,0.0,0.11411227644765545,0.27186708133614157,0.16301014585843626,0.3985968413789256,0.24955417288324744,0.3570252917275687,0.6998042423266468
0.9709999999999999,0.0,0.10733459789410571,0.2566633175240565,0.15372699294273812,0.3800973956028132,0.23604744249632648,0.33873052011120475,0.674472829191266
0.9809999999999999,0.0,0.09881160464585796,0.23717129905311146,0.1418902813871537,0.3549831118411721,0.21854311439314614,0.3146246307248688,0.6380481768601582
0.9909999999999999,0.0,0.0864342807667346,0.2082581324672576,0.12444331493144505,0.3152536240878592,0.19227809550478467,0.27776253390935207,0.5756913538892259
0.999,0.0,0.06274715703908496,0.15165725083391807,0.09053098881426998,0.23179106967499086,0.14024382018758444,0.2031830779790213,0.43000021971048014
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
